c_Colonia,c_CodigoPostal,Nombre del asentamiento,,,,,,,,,
5372,43984,La Rinconada,,,,,,,,,
5372,45776,La Cruz,,,,,,,,,
5372,56700,Vista Bella,,,,,,,,,
5372,60534,El Castillo,,,,,,,,,
5372,67956,Puerto Piñones,,,,,,,,,
5372,71946,Providencia,,,,,,,,,
5372,85218,La Rancherita (Cam la Rancherita Km Cinco y Medio),,,,,,,,,
5372,93484,Ramón Caracas Lara,,,,,,,,,
5373,30600,Nuevo Milenio,,,,,,,,,
5373,33113,Alberto García,,,,,,,,,
5373,34574,El Becerro,,,,,,,,,
5373,37665,El Laurel,,,,,,,,,
5373,40870,La Pareja,,,,,,,,,
5373,43983,La Tula,,,,,,,,,
5373,45787,La Milpilla,,,,,,,,,
5373,56700,San Diego,,,,,,,,,
5373,60533,El Chamizal (Flor de Mayo),,,,,,,,,
5373,67958,Puerto Rincón de Jesús,,,,,,,,,
5373,71946,Río Sal,,,,,,,,,
5373,85203,La Realidad,,,,,,,,,
5373,93413,Santa Cecilia,,,,,,,,,
5374,30600,Jubileo 2000,,,,,,,,,
5374,33108,Albino Loya (San Antonio),,,,,,,,,
5374,34583,El Bledal,,,,,,,,,
5374,37690,Las Lajitas,,,,,,,,,
5374,40873,La Parotita,,,,,,,,,
5374,43988,Las Bedollas,,,,,,,,,
5374,45757,La Piedra Grande,,,,,,,,,
5374,56700,Rumorosa,,,,,,,,,
5374,60530,El Chingadazo,,,,,,,,,
5374,67944,Rancho Nuevo,,,,,,,,,
5374,71944,San Antonio,,,,,,,,,
5374,85203,La Realidad,,,,,,,,,
5375,30600,El Manantial,,,,,,,,,
5375,33115,Alta Vista,,,,,,,,,
5375,34594,El Bolas,,,,,,,,,
5375,36364,Predio Río de Santiago,,,,,,,,,
5375,40866,La Patria,,,,,,,,,
5375,43986,Las Cabrerias (La Rinconada),,,,,,,,,
5375,45776,La Playita,,,,,,,,,
5375,60536,El Cuatro,,,,,,,,,
5375,67956,Rancho Nuevo,,,,,,,,,
5375,71943,San Francisco,,,,,,,,,
5375,85218,La Reyna,,,,,,,,,
5375,93228,San Felipe,,,,,,,,,
5376,30600,China,,,,,,,,,
5376,33115,Alta Vista,,,,,,,,,
5376,34585,El Cabuchal,,,,,,,,,
5376,36417,Emiliano Zapata,,,,,,,,,
5376,40864,La Peña,,,,,,,,,
5376,43983,Las Delicias,,,,,,,,,
5376,45788,La Sábila,,,,,,,,,
5376,56700,Salvador Angulo,,,,,,,,,
5376,60538,El Guayabal,,,,,,,,,
5376,67940,Rancho Nuevo (Las Hornillas),,,,,,,,,
5376,71943,San Isidro,,,,,,,,,
5376,85212,La Sandía,,,,,,,,,
5376,93228,Los Mangos,,,,,,,,,
5377,30600,La Bendición,,,,,,,,,
5377,33105,Bella Vista,,,,,,,,,
5377,34584,El Cajón,,,,,,,,,
5377,37238,Huertas de Medina,,,,,,,,,
5377,40865,La Peña,,,,,,,,,
5377,43986,Los Coyotes,,,,,,,,,
5377,45783,La Tierra Colorada (La Carricera),,,,,,,,,
5377,56700,El Escribiente,,,,,,,,,
5377,60520,El Hule,,,,,,,,,
5377,67944,Salitrillo,,,,,,,,,
5377,71943,San José,,,,,,,,,
5377,85217,La Sauceda,,,,,,,,,
5377,94393,Paraíso,,,,,,,,,
5378,30600,Vida Mejor,,,,,,,,,
5378,33108,Benjamín Martínez,,,,,,,,,
5378,34570,El Caporal,,,,,,,,,
5378,36976,Cuitzeo de los Naranjos,,,,,,,,,
5378,40866,La Pedregosa,,,,,,,,,
5378,43988,Los Duraznos,,,,,,,,,
5378,45763,Las Guásimas (Los Castro),,,,,,,,,
5378,60523,El Mezquital,,,,,,,,,
5378,67943,Salitrillo,,,,,,,,,
5378,71943,San José Costa Rica,,,,,,,,,
5378,85217,La Sepultura,,,,,,,,,
5379,30193,Emiliano Zapata,,,,,,,,,
5379,33103,Betania,,,,,,,,,
5379,34570,El Capulín de Abajo,,,,,,,,,
5379,36945,San Rafael de la Angostura,,,,,,,,,
5379,40866,La Piedra,,,,,,,,,
5379,43988,Los García,,,,,,,,,
5379,45786,Las Moras,,,,,,,,,
5379,56270,Santa María,,,,,,,,,
5379,60533,El Niño,,,,,,,,,
5379,67957,San Antonio,,,,,,,,,
5379,71943,San José el Corozal,,,,,,,,,
5379,85218,La Taza,,,,,,,,,
5379,91670,Guadalupana,,,,,,,,,
5380,30193,Santa Margarita,,,,,,,,,
5380,33113,Buena Vista (Los Pavos),,,,,,,,,
5380,34570,El Capulín de Arriba,,,,,,,,,
5380,36423,Valle del Rincón,,,,,,,,,
5380,43987,Los López,,,,,,,,,
5380,45786,Las Moras (Las Mesas),,,,,,,,,
5380,56700,Chantico I,,,,,,,,,
5380,60534,El Nopal,,,,,,,,,
5380,67956,San Enrique (Los Mendoza),,,,,,,,,
5380,71945,San Juan Lachao Pueblo Viejo,,,,,,,,,
5380,85215,La Tinaja,,,,,,,,,
5381,30193,La Perla del Jalal,,,,,,,,,
5381,33100,Carretera a Rosetilla Kilometro 3,,,,,,,,,
5381,34590,El Carricillo de los Núñez,,,,,,,,,
5381,36687,Los Duraznos,,,,,,,,,
5381,40863,La Poza,,,,,,,,,
5381,43987,Los Quintos,,,,,,,,,
5381,45758,Los Castillos,,,,,,,,,
5381,60524,El Ojo de Agua,,,,,,,,,
5381,67957,San Francisco de Leos,,,,,,,,,
5381,71943,San Martín,,,,,,,,,
5381,85213,La Traila,,,,,,,,,
5382,30193,El Pericón,,,,,,,,,
5382,33100,Castillo,,,,,,,,,
5382,34584,El Carrizal de Coluta,,,,,,,,,
5382,38476,Pedregal del Carmen,,,,,,,,,
5382,40867,La Providencia (Corongoro),,,,,,,,,
5382,43985,Palmillas,,,,,,,,,
5382,45764,Los Ureña (La Ureñita),,,,,,,,,
5382,60532,El Paraíso,,,,,,,,,
5382,67944,San Isidro,,,,,,,,,
5382,71944,San Martín,,,,,,,,,
5382,85218,La Trescientos,,,,,,,,,
5383,30193,Nuestro Señor de Esquipulas,,,,,,,,,
5383,33103,Castillón,,,,,,,,,
5383,34596,El Carrizo de Amaculí,,,,,,,,,
5383,38424,Rancho los Molina,,,,,,,,,
5383,40864,La Puerta,,,,,,,,,
5383,43972,Paso del Cristo,,,,,,,,,
5383,45777,Potrero de los Pozos,,,,,,,,,
5383,60534,El Pinzón,,,,,,,,,
5383,67948,San Juan,,,,,,,,,
5383,71943,San Miguel,,,,,,,,,
5383,85203,La Troila,,,,,,,,,
5383,91855,Lomas Del Angel,,,,,,,,,
5384,30193,Nuevo Joaquín Miguel Gutiérrez,,,,,,,,,
5384,33113,Chapultepec,,,,,,,,,
5384,34590,El Carrizo de la Petaca,,,,,,,,,
5384,38424,Ranchito de Paredones,,,,,,,,,
5384,40866,La Puscua,,,,,,,,,
5384,43983,El Jihuingo,,,,,,,,,
5384,45755,Potrero del Nogal,,,,,,,,,
5384,60530,El Porvenir,,,,,,,,,
5384,67948,San Juanito de Reséndiz,,,,,,,,,
5384,71946,San Rafael,,,,,,,,,
5384,85214,La Tuna,,,,,,,,,
5384,91966,Lorenzo Barcelata,,,,,,,,,
5385,30193,San Juan,,,,,,,,,
5385,33110,Chaquistianguis,,,,,,,,,
5385,34583,El Castillo,,,,,,,,,
5385,38243,Praderas del Sol II,,,,,,,,,
5385,40866,La Remonta,,,,,,,,,
5385,43983,Heriberto Castillo Muñoz,,,,,,,,,
5385,45757,Rancho Bonanza (Rancho San Gabriel),,,,,,,,,
5385,60532,El Salate Negro,,,,,,,,,
5385,67955,San Rafael de la Angostura (La Cueva),,,,,,,,,
5385,71943,Santa Catarina,,,,,,,,,
5385,85213,La Veinticinco (Compuerta de Riego),,,,,,,,,
5385,91713,Nueva Esperanza,,,,,,,,,
5386,33115,Altavista,,,,,,,,,
5386,34596,El Cedral,,,,,,,,,
5386,36867,La Salud,,,,,,,,,
5386,40863,La Sierrita,,,,,,,,,
5386,43988,Las Águilas,,,,,,,,,
5386,45777,Rancho las Ánimas,,,,,,,,,
5386,60530,El Tamarindo Uno,,,,,,,,,
5386,67948,San Rafael de los Cortez,,,,,,,,,
5386,71946,Santa Fe,,,,,,,,,
5386,85214,La Ventana,,,,,,,,,
5387,30193,Santa Cecilia,,,,,,,,,
5387,33105,Industrial Sur,,,,,,,,,
5387,34593,El Cedrito,,,,,,,,,
5387,36369,Bosques de San Francisco,,,,,,,,,
5387,40865,La Soledad (Huaracio),,,,,,,,,
5387,43972,Los Ángeles,,,,,,,,,
5387,45770,Rancho Paraíso Country (Las Huertas),,,,,,,,,
5387,60520,El Tambache,,,,,,,,,
5387,67948,San Rafael de los Cortez (La Cuesta),,,,,,,,,
5387,71943,Santa Lucía Tierra Blanca,,,,,,,,,
5387,85214,La Ventana,,,,,,,,,
5387,91713,Vías Férreas,,,,,,,,,
5388,30194,Chenchoj,,,,,,,,,
5388,33115,Uribe de Alba,,,,,,,,,
5388,34598,El Chapalote,,,,,,,,,
5388,37207,Lomas de Ibarrilla,,,,,,,,,
5388,40864,La Tijera,,,,,,,,,
5388,43986,Pedro Meneses,,,,,,,,,
5388,45786,San Antonio,,,,,,,,,
5388,60539,El Tepehuaje,,,,,,,,,
5388,67945,Sandia el Chico,,,,,,,,,
5388,71946,Silvio Reyes,,,,,,,,,
5388,85213,La Ventanita (Los Potreritos),,,,,,,,,
5389,30194,Santo Tomás los Cimientos,,,,,,,,,
5389,33113,Corrales la Promesa,,,,,,,,,
5389,34598,El Chapote,,,,,,,,,
5389,36555,El Vergel,,,,,,,,,
5389,40865,La Tinajita,,,,,,,,,
5389,43987,Quince Hermanos,,,,,,,,,
5389,45757,Zacoalco (Capilla del Cerrito),,,,,,,,,
5389,60524,El Tescalame,,,,,,,,,
5389,67948,Santa Ana,,,,,,,,,
5389,71943,Tierra Colorada,,,,,,,,,
5389,85218,La Villa,,,,,,,,,
5389,91725,Geovillas Del Palmar,,,,,,,,,
5390,30193,La Central,,,,,,,,,
5390,33105,Cruz Mancha,,,,,,,,,
5390,34576,El Charco Verde,,,,,,,,,
5390,36554,Las Pergolas,,,,,,,,,
5390,40870,Las Ánimas,,,,,,,,,
5390,43988,Zarate,,,,,,,,,
5390,45755,Zamoranas,,,,,,,,,
5390,60539,El Timbiriche,,,,,,,,,
5390,67944,Santa Cruz,,,,,,,,,
5390,70964,América,,,,,,,,,
5390,85218,La Virgen,,,,,,,,,
5390,91725,Progreso,,,,,,,,,
5391,30193,San Antonio la Pimienta,,,,,,,,,
5391,33108,Cuatro Vientos,,,,,,,,,
5391,34595,El Chicural,,,,,,,,,
5391,36626,Jardines de Arandas,,,,,,,,,
5391,40870,Las Carretas,,,,,,,,,
5391,43986,San Ignacio de Loyola,,,,,,,,,
5391,47430,Agua Caliente,,,,,,,,,
5391,60534,El Veinticinco,,,,,,,,,
5391,67948,Santa Rita,,,,,,,,,
5391,70963,Arroyo Zapote,,,,,,,,,
5391,85213,La Viznaga,,,,,,,,,
5391,91725,Valente Diaz,,,,,,,,,
5392,30193,Omllja,,,,,,,,,
5392,33110,Don Evaristo,,,,,,,,,
5392,34574,El Chilar,,,,,,,,,
5392,36613,Cerrito de Camino Real,,,,,,,,,
5392,40864,Las Catarinas,,,,,,,,,
5392,43986,San José Tultengo,,,,,,,,,
5392,47515,Agropecuaria Márvic,,,,,,,,,
5392,60538,El Ventorrillo,,,,,,,,,
5392,67943,Santa Teresa,,,,,,,,,
5392,70964,Allende,,,,,,,,,
5392,85217,La Viznaga del Yoreme,,,,,,,,,
5393,30193,San Luis,,,,,,,,,
5393,33113,Ebenezer,,,,,,,,,
5393,34595,El Chirimollo,,,,,,,,,
5393,36822,Loma Bonita,,,,,,,,,
5393,40870,Las Cocinas,,,,,,,,,
5393,43987,San Salvador (El Calvario),,,,,,,,,
5393,47526,Agua Azul,,,,,,,,,
5393,60525,El Vergel,,,,,,,,,
5393,67955,Vista Hermosa,,,,,,,,,
5393,70963,La Noria,,,,,,,,,
5393,85212,La Volanta,,,,,,,,,
5393,94734,Primavera de Velasco,,,,,,,,,
5394,30193,Nueva Galilea,,,,,,,,,
5394,33108,El Agrónomo,,,,,,,,,
5394,34575,El Chonteco,,,,,,,,,
5394,36365,Villas de Guadalupe,,,,,,,,,
5394,40863,Las Delicias,,,,,,,,,
5394,43988,Temomusgo,,,,,,,,,
5394,47537,Altamira,,,,,,,,,
5394,60520,Fracción Querusto,,,,,,,,,
5394,67957,Yerbaniz,,,,,,,,,
5394,70963,Nuevo (Cimarrón),,,,,,,,,
5394,85205,La Yoreme,,,,,,,,,
5394,94732,Soaiccc,,,,,,,,,
5395,30193,Nueva Esperanza,,,,,,,,,
5395,33100,El Altar,,,,,,,,,
5395,34593,El Ciruelito,,,,,,,,,
5395,37530,Jardines de la Bufa,,,,,,,,,
5395,40873,Las Habillas,,,,,,,,,
5395,43985,Tlacatepa,,,,,,,,,
5395,47532,Alto de la Cantera,,,,,,,,,
5395,60530,Jalpa,,,,,,,,,
5395,67940,Brownsville,,,,,,,,,
5395,70964,Brasil,,,,,,,,,
5395,85203,Ladera 305 (Pedro Brajcich Gallegos),,,,,,,,,
5395,94732,Santa Mónica,,,,,,,,,
5396,30193,Santa Elena de La Cruz,,,,,,,,,
5396,33106,El Amaranto,,,,,,,,,
5396,34584,El Ciruelito,,,,,,,,,
5396,37600,Las Fábricas,,,,,,,,,
5396,40865,Las Higueras,,,,,,,,,
5396,43127,Acatlajapa,,,,,,,,,
5396,47530,Alto de Moya,,,,,,,,,
5396,60538,La Angostura,,,,,,,,,
5396,67940,El Calichal,,,,,,,,,
5396,70964,Buenos Aires,,,,,,,,,
5396,85213,Laguna Encantada,,,,,,,,,
5396,95264,El Conchal,,,,,,,,,
5397,30193,Plan de Ayala,,,,,,,,,
5397,33105,El Barril,,,,,,,,,
5397,34593,El Ciruelo,,,,,,,,,
5397,36837,San Antonio de Bernales,,,,,,,,,
5397,40874,Las Iguanas,,,,,,,,,
5397,43138,Agua Bendita,,,,,,,,,
5397,47512,Atrixco,,,,,,,,,
5397,60536,La Aurora,,,,,,,,,
5397,67940,Emiliano Zapata,,,,,,,,,
5397,70963,Buenos Aires,,,,,,,,,
5397,85218,Lamberto Obregón,,,,,,,,,
5397,95264,Playas del Conchal,,,,,,,,,
5398,30193,Las Gardenias (El Crucero),,,,,,,,,
5398,33108,El Bosque,,,,,,,,,
5398,34597,El Confital,,,,,,,,,
5398,36624,Bosques de la Pradera,,,,,,,,,
5398,40874,Las Juntas,,,,,,,,,
5398,43127,Almolo (San Isidro),,,,,,,,,
5398,47530,Avilag [La Granja],,,,,,,,,
5398,60520,La Esmeralda,,,,,,,,,
5398,67940,La Tijera,,,,,,,,,
5398,70964,Carmen Alto,,,,,,,,,
5398,85218,Landavazo,,,,,,,,,
5398,92015,Antonio J. Bermúdez,,,,,,,,,
5399,33105,El Brandy,,,,,,,,,
5399,34576,El Cordón,,,,,,,,,
5399,37296,Villas de San Nicolás III,,,,,,,,,
5399,40863,Las Juntas,,,,,,,,,
5399,43139,Amatitla,,,,,,,,,
5399,47532,Bajío de Álvarez,,,,,,,,,
5399,60532,La Esperanza,,,,,,,,,
5399,67940,Sección Norte,,,,,,,,,
5399,70963,Cerro Ceso,,,,,,,,,
5399,85218,Las Amapas,,,,,,,,,
5399,92015,Confederación Nacional Campesina (Canoas),,,,,,,,,
5400,30194,Poblado Nuevo Altamirano,,,,,,,,,
5400,33103,El Cañón,,,,,,,,,
5400,34584,El Cucharo,,,,,,,,,
5400,38183,Valle Verde (Haciendas Valle Verde),,,,,,,,,
5400,40866,Las Juntas,,,,,,,,,
5400,43130,Apantla,,,,,,,,,
5400,47528,Cañada de Ricos,,,,,,,,,
5400,60538,La Higuerita,,,,,,,,,
5400,67940,Sección Sur,,,,,,,,,
5400,70964,Coachepil,,,,,,,,,
5400,85218,Las Bomba,,,,,,,,,
5400,92018,Laguna de La Costa,,,,,,,,,
5401,30193,Cuauhtémoc,,,,,,,,,
5401,33108,El Carmen Uno,,,,,,,,,
5401,34577,El Desmonte,,,,,,,,,
5401,36403,Los Arcos,,,,,,,,,
5401,40866,Las Juntas de Bustos (Las Juntas),,,,,,,,,
5401,43130,Auescalli,,,,,,,,,
5401,47528,Cañada de Ricos (Tepetates),,,,,,,,,
5401,60536,La Huellera (La Bueyera),,,,,,,,,
5401,66634,Iltamarindo,,,,,,,,,
5401,70963,Conjunto Guadalupe,,,,,,,,,
5401,85205,Las Cabañas [Restaurante],,,,,,,,,
5401,92018,Las Malvinas,,,,,,,,,
5402,30193,El Banco,,,,,,,,,
5402,33116,El Chaparral,,,,,,,,,
5402,34576,El Duraznal,,,,,,,,,
5402,37138,Mirador de Gran Jardín,,,,,,,,,
5402,40863,Las Lajas de Miguel,,,,,,,,,
5402,43130,Chacola,,,,,,,,,
5402,47527,Calabacillas,,,,,,,,,
5402,60532,La Huina (La Huina Uno),,,,,,,,,
5402,66553,Rincón del Carmen,,,,,,,,,
5402,70964,Consolación,,,,,,,,,
5402,85213,Las Cabras,,,,,,,,,
5402,92018,Moralillo,,,,,,,,,
5403,30194,La Nueva Reforma,,,,,,,,,
5403,33105,El Charro,,,,,,,,,
5403,34594,El Duraznito,,,,,,,,,
5403,40875,Las Marañonas (Rancho las Marañonas),,,,,,,,,
5403,43138,Chalahuite,,,,,,,,,
5403,47514,Camino a la Higuera,,,,,,,,,
5403,60530,La Huina Dos (La Huina),,,,,,,,,
5403,67188,Cerradas de Bugambilias,,,,,,,,,
5403,70965,Copalita,,,,,,,,,
5403,85213,Las Cañitas,,,,,,,,,
5403,93994,Santander,,,,,,,,,
5404,30194,Lindavista,,,,,,,,,
5404,33103,El Charro,,,,,,,,,
5404,34586,El Duraznito,,,,,,,,,
5404,38456,El Nacimiento,,,,,,,,,
5404,40875,Las Mariquitas,,,,,,,,,
5404,43126,El Aguacate,,,,,,,,,
5404,47515,Camino al Puesto,,,,,,,,,
5404,60530,La Nueva,,,,,,,,,
5404,66655,Colinas del Aeropuerto,,,,,,,,,
5404,70964,Coronación,,,,,,,,,
5404,85209,Las Carmelitas (Bloque 1414),,,,,,,,,
5404,93994,Adán Castelan,,,,,,,,,
5405,30194,Nuevo Centro Gabino Barrera,,,,,,,,,
5405,33110,El Chueco Uno,,,,,,,,,
5405,34590,El Durazno,,,,,,,,,
5405,38250,Santa Ana de Agostadero,,,,,,,,,
5405,40870,Las Mesillas,,,,,,,,,
5405,43139,El Barco,,,,,,,,,
5405,47512,Camino Real,,,,,,,,,
5405,60520,La Parota,,,,,,,,,
5405,66603,Radica,,,,,,,,,
5405,70964,Covadonga,,,,,,,,,
5405,85203,Las Ceibas (Rancho Sahuaro Norte),,,,,,,,,
5406,30194,Nuevo San Carlos,,,,,,,,,
5406,33108,El Cuervo,,,,,,,,,
5406,34594,El Embudo,,,,,,,,,
5406,36834,Purísima de Covarrubias,,,,,,,,,
5406,40867,Las Palmas,,,,,,,,,
5406,43124,El Camposanto,,,,,,,,,
5406,47527,Canoas,,,,,,,,,
5406,60525,La Providencia Dos,,,,,,,,,
5406,66605,Pedregal de Apodaca,,,,,,,,,
5406,70963,Cruz Blanca,,,,,,,,,
5406,85200,Las Chivas,,,,,,,,,
5407,30194,Carmen Laguna,,,,,,,,,
5407,33108,El Diamante,,,,,,,,,
5407,34575,El Espíritu,,,,,,,,,
5407,36254,La Hacienda,,,,,,,,,
5407,40866,Las Parotas,,,,,,,,,
5407,43132,El Chote,,,,,,,,,
5407,47537,Cantareras,,,,,,,,,
5407,60525,La Unión,,,,,,,,,
5407,64349,Cerradas de Cumbres,,,,,,,,,
5407,70964,Dolores,,,,,,,,,
5407,85200,Las Chivas,,,,,,,,,
5407,91685,La Posta,,,,,,,,,
5408,30194,Ocotal,,,,,,,,,
5408,33113,El Dorado,,,,,,,,,
5408,34574,El Filtro,,,,,,,,,
5408,36625,Misión Privadas Residenciales,,,,,,,,,
5408,40874,Las Pilas,,,,,,,,,
5408,43127,El Naranjal,,,,,,,,,
5408,47539,Cantera de Torres,,,,,,,,,
5408,60520,Las Cahuingas,,,,,,,,,
5408,67317,Punta la Boca,,,,,,,,,
5408,70964,Edén Bajo,,,,,,,,,
5408,85218,Las Compuertas,,,,,,,,,
5408,91450,La Gloria,,,,,,,,,
5409,30194,Guadalupe Chintultic,,,,,,,,,
5409,33100,El Gallo,,,,,,,,,
5409,34596,El Frijolar,,,,,,,,,
5409,37689,Las Cinco Llagas,,,,,,,,,
5409,40864,Las Tasajeras,,,,,,,,,
5409,43138,El Remolino,,,,,,,,,
5409,47533,Carril de San Ángel,,,,,,,,,
5409,60538,Las Carreras,,,,,,,,,
5409,67485,Fomerrey Cadereyta,,,,,,,,,
5409,70964,El Carmen Bajo (El Carmelito),,,,,,,,,
5409,85203,Las Compuertas (El Castillito),,,,,,,,,
5409,91450,El Arenal,,,,,,,,,
5410,30194,El Venadito,,,,,,,,,
5410,33105,El Guadalupano,,,,,,,,,
5410,34575,El Galerón,,,,,,,,,
5410,36043,Presa de Rocha,,,,,,,,,
5410,40875,Las Víboras,,,,,,,,,
5410,43123,Epixtla,,,,,,,,,
5410,47504,Casas Blancas,,,,,,,,,
5410,60538,Las Colonias de la Luna,,,,,,,,,
5410,67113,Residencial Avante,,,,,,,,,
5410,70963,El Coco,,,,,,,,,
5410,85217,Las Cuevitas,,,,,,,,,
5410,91615,Higueras,,,,,,,,,
5411,30194,La Esperanza,,,,,,,,,
5411,33113,El Indio,,,,,,,,,
5411,34574,El Gato,,,,,,,,,
5411,37357,Vista Esmeralda,,,,,,,,,
5411,40866,Lazarillo,,,,,,,,,
5411,43138,Huixquilico,,,,,,,,,
5411,47515,Casas Blancas,,,,,,,,,
5411,60532,Las Gaviotas,,,,,,,,,
5411,64988,Residencial el Encanto II,,,,,,,,,
5411,70965,El Convenio,,,,,,,,,
5411,85213,Las Garzas,,,,,,,,,
5412,30194,Las Corrientes,,,,,,,,,
5412,33103,El Jaibo,,,,,,,,,
5412,34573,El Gatuñal,,,,,,,,,
5412,37295,Santa Anita,,,,,,,,,
5412,40870,Llano de Maciel,,,,,,,,,
5412,43138,Ixcuatitla,,,,,,,,,
5412,47516,Casas Nuevas,,,,,,,,,
5412,60534,Las Joyas del Pajal,,,,,,,,,
5412,70964,El Edén Alto,,,,,,,,,
5412,85218,Las Hamacas,,,,,,,,,
5412,95264,Rincón del Conchal,,,,,,,,,
5413,30194,Pamala,,,,,,,,,
5413,33113,El Legendario,,,,,,,,,
5413,34570,El Gavilán,,,,,,,,,
5413,36554,Las Liebres,,,,,,,,,
5413,40875,Lomas Blancas,,,,,,,,,
5413,43127,La Ceiba,,,,,,,,,
5413,47527,Casillas,,,,,,,,,
5413,60536,Las Paredes del Ahogado,,,,,,,,,
5413,66059,Privadas de Anáhuac Sector Irlandes,,,,,,,,,
5413,70964,El Faro,,,,,,,,,
5413,85203,Las Lágrimas,,,,,,,,,
5413,96348,México,,,,,,,,,
5414,30194,El Rosario,,,,,,,,,
5414,33105,El Lucero,,,,,,,,,
5414,34593,El Gorgoyón,,,,,,,,,
5414,36644,Misioneros,,,,,,,,,
5414,40875,Los Bálsamos,,,,,,,,,
5414,43132,La Escondida,,,,,,,,,
5414,47528,Castelongo,,,,,,,,,
5414,60532,Loma Bonita,,,,,,,,,
5414,66230,Morelos,,,,,,,,,
5414,70965,El Fénix,,,,,,,,,
5414,85203,Las Magnolias,,,,,,,,,
5415,30194,San Isidro,,,,,,,,,
5415,33103,El Menfis,,,,,,,,,
5415,34584,El Guamúchil,,,,,,,,,
5415,36886,Ojo de Agua (Santa Margarita de Ojo de Agua),,,,,,,,,
5415,40863,Los Cangrejos,,,,,,,,,
5415,43139,Las Golondrinas,,,,,,,,,
5415,47532,Ceja de Bolitas (La Ceja),,,,,,,,,
5415,60532,Loma Bonita,,,,,,,,,
5415,67185,Cerradas de la Silla,,,,,,,,,
5415,70963,El Jardín,,,,,,,,,
5415,85200,Las Muñecas,,,,,,,,,
5415,95264,Playa de la Libertad,,,,,,,,,
5416,30194,Laguna Paraíso,,,,,,,,,
5416,33116,El Mexicano,,,,,,,,,
5416,34575,El Guamuchilar,,,,,,,,,
5416,36903,San José,,,,,,,,,
5416,40873,Los Cerritos,,,,,,,,,
5416,43135,Olcuatla,,,,,,,,,
5416,47526,Cerro Colorado,,,,,,,,,
5416,60533,Loma Bonita,,,,,,,,,
5416,67178,Contry los Encinos,,,,,,,,,
5416,70964,El Jordán,,,,,,,,,
5416,85200,Las Palmas,,,,,,,,,
5416,94290,ISSSFAM Militar,,,,,,,,,
5417,30194,Solo Dios,,,,,,,,,
5417,33116,El Milagro,,,,,,,,,
5417,34587,El Guamuchilito,,,,,,,,,
5417,36285,Las Grasas,,,,,,,,,
5417,40863,Los Ciruelos (El Ciruelo),,,,,,,,,
5417,43127,Poxtatla,,,,,,,,,
5417,47533,Cerro Prieto,,,,,,,,,
5417,60532,Los Charcos,,,,,,,,,
5417,67169,El Quetzal,,,,,,,,,
5417,70963,El Lirio,,,,,,,,,
5417,85209,Las Palmas (Bloque 1806),,,,,,,,,
5417,94459,La Cadena,,,,,,,,,
5418,30194,Rancho Nuevo,,,,,,,,,
5418,33105,El Milagro (Valenzuela),,,,,,,,,
5418,34574,El Guasimal,,,,,,,,,
5418,38246,Agrarismo Sección II,,,,,,,,,
5418,40864,Los Cocos,,,,,,,,,
5418,43139,San Felipe Teteltipa,,,,,,,,,
5418,47507,Chapalita (El Judío),,,,,,,,,
5418,60530,Los Dos Potrillos,,,,,,,,,
5418,67155,Expo Ganadera,,,,,,,,,
5418,70963,El Manantial,,,,,,,,,
5418,85206,Las Palmitas,,,,,,,,,
5418,91480,Carlos y Teresa,,,,,,,,,
5419,30194,Santa Cruz,,,,,,,,,
5419,33103,El Mirador,,,,,,,,,
5419,34586,El Guayabito,,,,,,,,,
5419,36960,Rinconadas de la Luz,,,,,,,,,
5419,40866,Los Cocos (El Coco),,,,,,,,,
5419,43127,Santo Niño,,,,,,,,,
5419,47504,Chayotillo,,,,,,,,,
5419,60525,Los Laureles,,,,,,,,,
5419,67180,La Playita,,,,,,,,,
5419,70965,El Olivo,,,,,,,,,
5419,85212,Las Palomas,,,,,,,,,
5419,91480,Santa Cecilia,,,,,,,,,
5420,30194,Revolución,,,,,,,,,
5420,33100,El Mirador,,,,,,,,,
5420,34584,El Guayabito,,,,,,,,,
5420,38245,Camino Real,,,,,,,,,
5420,40864,Los Cuailes,,,,,,,,,
5420,43139,Tepala,,,,,,,,,
5420,47527,Chero,,,,,,,,,
5420,60532,Los Mojos,,,,,,,,,
5420,67179,Privada los Sabinos,,,,,,,,,
5420,70964,El Pacífico,,,,,,,,,
5420,85218,Las Parcelas,,,,,,,,,
5420,91018,Diamante,,,,,,,,,
5421,30195,Campo Virgen (El Paraje),,,,,,,,,
5421,33100,El Olvido,,,,,,,,,
5421,34574,El Guayabito,,,,,,,,,
5421,36212,El Zapote,,,,,,,,,
5421,40875,Los Encinitos,,,,,,,,,
5421,43124,Tetipa,,,,,,,,,
5421,47515,Cieneguilla,,,,,,,,,
5421,60522,Los Tamarindos,,,,,,,,,
5421,67117,Los Cristales 3er. Sector,,,,,,,,,
5421,70965,El Paisaje,,,,,,,,,
5421,85217,Las Pilas,,,,,,,,,
5421,91480,Santa Cecilia (Chapopote),,,,,,,,,
5422,30195,8 de Marzo,,,,,,,,,
5422,33100,El Papalote,,,,,,,,,
5422,34588,El Guayabo,,,,,,,,,
5422,37210,Quinta Los Naranjos,,,,,,,,,
5422,40866,Los Esteros,,,,,,,,,
5422,43139,Tetlapaya,,,,,,,,,
5422,47515,Cieneguilla,,,,,,,,,
5422,60536,Pachicua,,,,,,,,,
5422,67112,Pedregal de Linda Vista II,,,,,,,,,
5422,70964,El Paraíso,,,,,,,,,
